"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:42:43,9171794","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\Globalization","SUCCESS","IndexNumber: 0x1000000000711"
"15:42:43,9171913","sample_1_r3.exe","2860","FileSystemControl","C:\Windows\Globalization","SUCCESS","Control: FSCTL_FILE_PREFETCH"
"15:42:43,9172023","sample_1_r3.exe","2860","CloseFile","C:\Windows\Globalization","SUCCESS",""
"15:42:43,9173149","sample_1_r3.exe","2860","CreateFile","C:\Windows\Globalization\Sorting","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9173335","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\Globalization\Sorting","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9173440","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\Globalization\Sorting","SUCCESS","IndexNumber: 0x100000000072b"
"15:42:43,9173553","sample_1_r3.exe","2860","FileSystemControl","C:\Windows\Globalization\Sorting","SUCCESS","Control: FSCTL_FILE_PREFETCH"
"15:42:43,9174129","sample_1_r3.exe","2860","CloseFile","C:\Windows\Globalization\Sorting","SUCCESS",""
"15:42:43,9174847","sample_1_r3.exe","2860","CreateFile","C:\Windows\System32","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9176294","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\System32","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9176455","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\System32","SUCCESS","IndexNumber: 0x1000000000909"
"15:42:43,9176758","sample_1_r3.exe","2860","FileSystemControl","C:\Windows\System32","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"15:42:43,9231701","sample_1_r3.exe","2860","CloseFile","C:\Windows\System32","SUCCESS",""
"15:42:43,9232665","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9232883","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9233029","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64","SUCCESS","IndexNumber: 0x1000000000d22"
"15:42:43,9233182","sample_1_r3.exe","2860","FileSystemControl","C:\Windows\SysWOW64","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"15:42:43,9233768","sample_1_r3.exe","2860","CloseFile","C:\Windows\SysWOW64","SUCCESS",""
"15:42:43,9234649","sample_1_r3.exe","2860","CreateFile","C:\Windows\System32\ntdll.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9235251","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\System32\ntdll.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9235413","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\System32\ntdll.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9235553","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\System32\ntdll.dll","SUCCESS","IndexNumber: 0x1000000033bb6"
"15:42:43,9235679","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\ntdll.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9235783","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\System32\ntdll.dll","SUCCESS","AllocationSize: 1.675.264, EndOfFile: 1.671.296, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9235996","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\ntdll.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9236740","sample_1_r3.exe","2860","CreateFile","C:\Windows\System32\wow64.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9237253","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\System32\wow64.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9237375","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\System32\wow64.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9237506","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\System32\wow64.dll","SUCCESS","IndexNumber: 0x1000000033bb2"
"15:42:43,9237631","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\wow64.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9237734","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\System32\wow64.dll","SUCCESS","AllocationSize: 245.760, EndOfFile: 243.712, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9237937","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\wow64.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9238611","sample_1_r3.exe","2860","CreateFile","C:\Windows\System32\wow64win.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9239145","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\System32\wow64win.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9239272","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\System32\wow64win.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9239396","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\System32\wow64win.dll","SUCCESS","IndexNumber: 0x1000000033be8"
"15:42:43,9239521","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\wow64win.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9239624","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\System32\wow64win.dll","SUCCESS","AllocationSize: 364.544, EndOfFile: 361.984, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9239856","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\wow64win.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9240582","sample_1_r3.exe","2860","CreateFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9241066","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9241176","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9241280","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","IndexNumber: 0x1000000033c19"
"15:42:43,9241382","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9241472","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","AllocationSize: 16.384, EndOfFile: 13.312, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9241661","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9242231","sample_1_r3.exe","2860","CreateFile","C:\Windows\System32\kernel32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9242675","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9242781","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\System32\kernel32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9242880","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","IndexNumber: 0x1000000033c6f"
"15:42:43,9242980","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\kernel32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9243069","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","AllocationSize: 1.163.264, EndOfFile: 1.162.752, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9243303","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\kernel32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9243955","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9244391","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9244499","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9244600","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","IndexNumber: 0x1000000033c1c"
"15:42:43,9244701","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\kernel32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9244790","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","AllocationSize: 1.114.112, EndOfFile: 1.114.112, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9244987","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9245555","sample_1_r3.exe","2860","CreateFile","C:\Windows\System32\user32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9245995","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\System32\user32.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9246104","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\System32\user32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9246205","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\System32\user32.dll","SUCCESS","IndexNumber: 0x1000000036f7f"
"15:42:43,9246307","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\user32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9246397","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\System32\user32.dll","SUCCESS","AllocationSize: 1.011.712, EndOfFile: 1.010.688, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9246597","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\user32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9247134","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9247549","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9247654","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9247755","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","IndexNumber: 0x1000000033c1e"
"15:42:43,9247855","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\ntdll.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9247946","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","AllocationSize: 1.323.008, EndOfFile: 1.320.248, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9248137","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9248702","sample_1_r3.exe","2860","CreateFile","C:\Windows\System32\apisetschema.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9248887","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\System32\apisetschema.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9248991","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\System32\apisetschema.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9249089","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\System32\apisetschema.dll","SUCCESS","IndexNumber: 0x1000000033c12"
"15:42:43,9249190","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\apisetschema.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9249280","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\System32\apisetschema.dll","SUCCESS","AllocationSize: 8.192, EndOfFile: 7.168, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9249471","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\apisetschema.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9250018","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9250234","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9250349","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9250448","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","IndexNumber: 0x1000000033c6d"
"15:42:43,9250558","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\KernelBase.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9250656","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","AllocationSize: 278.528, EndOfFile: 275.968, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9250875","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9251473","sample_1_r3.exe","2860","CreateFile","C:\Windows\System32\locale.nls","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9251957","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\System32\locale.nls","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9252087","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\System32\locale.nls","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9252212","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\System32\locale.nls","SUCCESS","IndexNumber: 0x100000002db27"
"15:42:43,9252341","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\locale.nls","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9252435","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\System32\locale.nls","SUCCESS","AllocationSize: 421.888, EndOfFile: 419.648, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9263262","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\System32\locale.nls","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9263922","sample_1_r3.exe","2860","CreateFile","C:\Users\pandalabs\Downloads\sam_1_r3\sample_1_r3.exe","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9264151","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Users\pandalabs\Downloads\sam_1_r3\sample_1_r3.exe","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9264294","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Users\pandalabs\Downloads\sam_1_r3\sample_1_r3.exe","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9264421","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Users\pandalabs\Downloads\sam_1_r3\sample_1_r3.exe","SUCCESS","IndexNumber: 0x4000000012fcb"
"15:42:43,9264549","sample_1_r3.exe","2860","CreateFileMapping","C:\Users\pandalabs\Downloads\sam_1_r3\sample_1_r3.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9264674","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Users\pandalabs\Downloads\sam_1_r3\sample_1_r3.exe","SUCCESS","AllocationSize: 524.288, EndOfFile: 521.258, NumberOfLinks: 1, DeletePending: False, Directory: False"
"15:42:43,9264904","sample_1_r3.exe","2860","CreateFileMapping","C:\Users\pandalabs\Downloads\sam_1_r3\sample_1_r3.exe","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9266220","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\user32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9266817","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\user32.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9266949","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\user32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9267075","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\user32.dll","SUCCESS","IndexNumber: 0x1000000036f7d"
"15:42:43,9267199","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\user32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9267317","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\user32.dll","SUCCESS","AllocationSize: 835.584, EndOfFile: 834.560, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9267571","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\user32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9294867","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\gdi32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9308192","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\gdi32.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9308348","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\gdi32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9308479","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\gdi32.dll","SUCCESS","IndexNumber: 0x1000000033bcd"
"15:42:43,9308606","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\gdi32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9308712","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\gdi32.dll","SUCCESS","AllocationSize: 315.392, EndOfFile: 313.344, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9308931","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\gdi32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9309612","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\lpk.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9310099","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\lpk.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9310213","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\lpk.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9310319","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\lpk.dll","SUCCESS","IndexNumber: 0x1000000033c0b"
"15:42:43,9310427","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\lpk.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9310521","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\lpk.dll","SUCCESS","AllocationSize: 28.672, EndOfFile: 25.600, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9310792","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\lpk.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9311427","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\usp10.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9311890","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\usp10.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
